N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
22661|0.7666207|0.9214249|0.8202292|0.86788714|1|Subject:Bitch_(insult)|0.109722227|when a bitch i don't like laugh at my joke http://t.co/9veupu85wj
22662|0.7666331|0.92142993|0.82023937|0.86789507|1|Subject:Offence_against_the_person|0.862433851|when a bitch all in ya mans face in public http://t.co/kxmi85gqp2
22663|0.7666455|0.92143494|0.82024956|0.86790305|1|Subject:Fundaci?n_Mujeres_en_Igualdad|0.616000056|when a chicks head is weak i just close my eyes and imagine me giving a bad bitch like zoe saldana back shots so i can get my nut off
22664|0.7666578|0.92143995|0.82025975|0.8679109|1|Subject:Abuse_of_information|0.285714298|when a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;
22665|0.7666702|0.92144495|0.82026994|0.86791885|1|Subject:Offences_Against_the_Person_Act|0.266666681|when a girl asks me if i eat pussy... at first i don't even cause that's just a stupid question in itself
22666|0.76668257|0.92144996|0.82028013|0.8679268|1|Subject:Offences_Against_the_Person_Act|0.266666681|"when a girl tried to argue with me whilst i was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk #sarry"
22667|0.76669496|0.92145497|0.8202903|0.8679347|1|Subject:Iron_chair|0.166666672|when a hoe go back to her roots
22668|0.7667073|0.92146|0.8203005|0.86794263|1|Subject:Offences_Against_the_Person_Act|0.133333340|when a hoe tryna get at you while ya girl is looking http://t.co/ihlzw7njke
22669|0.76671964|0.921465|0.8203107|0.8679505|1|Subject:First_they_came_...|0.120833337|when a niggah think he gon come in-between me and my bestf &#128514;&#128514;&#128514;&#128514; i'll fuck you and her up &#128514;&#128076;
22670|0.76673204|0.92147|0.8203209|0.8679585|0|Subject:Trans_bashing|0.166666672|when a pussy nigga socks you and doesn't knock you out.
22671|0.7666914|0.9214113|0.8203209|0.8679325|1|Subject:Yemeni_list_of_most_wanted_suspected_terrorists|0.062500000|when a real niggah want you
22672|0.7667038|0.9214163|0.8203311|0.86794037|1|Subject:Offences_Against_the_Person_Act|0.266666681|when a super bad bitch walk past u and u can't help but stare http://t.co/64iwjvx2xe
22674|0.7667161|0.9214213|0.8203413|0.8679483|1|Subject:Peer_abuse|0.200000003|"when bae dodges hoes cause he only want you &#128525;&#128553; &#128514;&#128514; http://t.co/blyyoltp0k"
22675|0.76672846|0.9214263|0.8203515|0.8679562|1|Subject:2_+_2_=_5|0.202222228|when bae say she goin to the club with her girls i be outside that bitch at 2am like... http://t.co/yjowfmzikf
22676|0.76674086|0.9214313|0.8203617|0.8679642|1|Subject:Bitch_tits|0.250000000|when bitches i work with are on there period ...
22677|0.7667532|0.9214363|0.82037187|0.8679721|1|Subject:Total_balance|0.160000011|when bitches in the library start acting up http://t.co/x1qgftkb4o
22678|0.76676553|0.9214413|0.820382|0.86798|1|Subject:Community_sentence|0.250000000|"when bitches know they feeling stupid, they keep there sentences short."
22679|0.7667779|0.9214463|0.8203922|0.8679879|1|Subject:Before_We_Say_Goodbye|0.125000000|"when bitches say ""i want to cuddle."" it real is them speaking in code saying they want the d"
22680|0.7667903|0.92145133|0.8204024|0.86799586|1|Subject:Bitch_(insult)|0.109722227|when bitches you don't like talk to you at work. #workproblems #workflow #byebitch https://t.co/gqzunhcvd3
22681|0.7667496|0.92145133|0.8203559|0.8679698|2|Subject:Ghetto|0.145833343|when did miley turn ghetto?
22682|0.766762|0.9214563|0.8203661|0.86797774|1|Subject:Sons_of_Africa|0.208333343|"when did gum get so soft, you sons of bitches."
22683|0.76672137|0.9214563|0.8203196|0.8679517|2|Subject:Offence_against_the_person|0.323809564|when did it become cool to ne stupid? this teabagger debate is slim on facts at best.
22684|0.76673377|0.9214613|0.8203298|0.8679596|1|Subject:Girlfriend_2000|0.233333334|when ever you dog hoes really bad you end up w/ a girlfriend ...
22685|0.7667461|0.9214663|0.8203399|0.8679675|1|Subject:Adult_abuse|0.800000012|when ex girl friends get fat. that's god saying hey man.. you're welcome lmfao &#128514;&#128557; big ole bitch
22686|0.76675844|0.9214713|0.8203501|0.86797535|1|Subject:Girlfriend_2000|0.233333334|"when girls say like ohh i'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!"
22687|0.7667708|0.9214763|0.8203603|0.8679834|1|Subject:Offence_against_the_person|0.657142878|when guys are more sentimental than most girls like man up pussy &#128530;&#128583;&#128581;
22689|0.7667831|0.9214813|0.8203705|0.8679912|1|Subject:Breast_Tax|0.112962961|when her pussy doesn't taste like pineapples http://t.co/twpg0xxwbb
22690|0.7667955|0.9214863|0.8203806|0.86799914|1|Subject:Standing_cell|0.142857164|when her pussy stank rt @basedgodtobi: when yo girl says she&#8217;s gonna let you hit tonight http://t.co/bf8bgcaoei http://t.co/g4k2dz4wsv
22691|0.76680785|0.92149127|0.8203908|0.86800706|1|Subject:Web_We_Want|0.166666672|when hoes be sayin they sexually frustrated or need some dick http://t.co/uavdkzbaut
22692|0.7668202|0.9214963|0.820401|0.86801493|1|Subject:Human_rights_abuses_in_Kashmir|0.166666672|when hoes think i got sucker nigga written across my forehead...
22693|0.76683253|0.9215013|0.82041115|0.8680229|1|Subject:Bitch_tits|0.250000000|when i bitch fuck my hologram doe
22694|0.76684487|0.9215063|0.82042134|0.8680308|1|Subject:Bitch_tits|0.250000000|when i die bitch fuck my hologram doe* there taylor
22695|0.7668572|0.92151123|0.82043153|0.8680387|1|Subject:Acid_throwing|0.239583328|when i die throw a couple bad bitches in my casket
22696|0.76686954|0.92151624|0.82044166|0.8680466|1|Subject:Acid_throwing|0.239583328|when i die throw a couple bad bitches in my casket..
22698|0.7668819|0.92152125|0.82045186|0.8680545|1|Subject:Bitch_tits|0.250000000|when it come to bitches.... niggas will get dirty
22699|0.7668942|0.92152625|0.820462|0.8680625|0|Subject:Afula_mall_bombing|0.123333350|"when it rains it's good ""go to the mall weather"" all the coons be at home"
22700|0.76690656|0.9215312|0.8204722|0.86807024|1|Subject:Islamabad_court_attack|0.125714287|when it start raining bitches always wana get fucked bitch take a nap
22701|0.7669189|0.9215362|0.8204823|0.86807823|1|Subject:List_of_strikes_in_Spain|0.266666681|when it start thundering bitches be like i wana cuddle naw bitch you just wana excuse to suck a dick you and mimi sit tf down in a corner
22702|0.76693124|0.9215412|0.8204925|0.8680861|1|Subject:Nuisance_fee|0.400000006|when its hot i wear whatever lol shit if could come out this bitch in briefs i would
22703|0.7669436|0.92154616|0.82050264|0.868094|1|Subject:Adult_abuse|0.285714298|when jake from state farm keep calling yo bitch but yall got progressive http://t.co/dnb0q5phvk
22704|0.76695585|0.92155117|0.82051283|0.86810195|1|Subject:Adult_abuse|0.200000003|when lifes got ya down you just gotta get back up and pimp slap that hoe!!!!!
22705|0.7669682|0.9215562|0.82052296|0.8681098|1|Subject:Bitch_(insult)|0.109722227|when mfs tell you who you talk to and it ain't true..like no bitch!
22706|0.7669805|0.9215611|0.82053316|0.86811775|1|Subject:Offence_against_the_person|0.338624358|"when my friends are roastin my other friends and idk who to roast i'm just like wait ""who are your true nigs""&#128527;always da clan&#128111;&#128109;&#128129;"
22708|0.76699287|0.9215661|0.8205433|0.86812556|1|Subject:Academic_abuse|0.200000003|when my teacher says basic algebra i think of basic bitches&#128514;&#128514;
22710|0.7669523|0.92150754|0.8205433|0.8680996|1|Subject:Chalk_(military)|0.100000001|when niggas gimme their mixtape and it's trash #yeet #fatality https://t.co/i3drcdivn8
22711|0.76691175|0.921449|0.8205433|0.86807364|1|Subject:Prison_conditions_in_France|0.100000001|when niggas say they like latinas they don't mean you fat bitches that smell like fajitas
22712|0.766924|0.921454|0.8205534|0.8680815|1|Subject:Talking_shit|0.242857158|"when niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out"""
22713|0.76693636|0.92145896|0.8205636|0.86808944|1|Subject:Nuisance_fee|0.400000006|when people igg my text they get aired out in my head all types of bitches an dickheads &#128514;
22714|0.76689583|0.92145896|0.8205172|0.8680635|2|Subject:Offence_against_the_person|0.222222239|"when people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; @stephyrae7"
22715|0.76685524|0.92145896|0.82047075|0.86803746|2|Subject:Adult_abuse|0.422222227|"when people really think i'm asian i get offended, even though i make fun of my gook self"
22716|0.7668676|0.92146397|0.8204809|0.8680454|1|Subject:Offences_Against_the_Person_Act|0.222222239|"when people tailgate, then pass you up, and look lol i just wave like hi bitch yeah i see you do i care fuck no pass me up"
22717|0.7668799|0.921469|0.8204911|0.8680533|1|Subject:Nuisance_fee|0.200000003|when ratchet bitches find out the club ain't 10$ to get in https://t.co/gejuiy1xg0
22718|0.76689225|0.921474|0.8205012|0.8680611|1|Subject:Yoseikan_Karate|0.250000000|when see u an oldhead rocking a bruce lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
22719|0.7669046|0.9214789|0.82051134|0.868069|1|Subject:Open_prison|0.138888896|when she wit me got yo bitch open
22720|0.7669169|0.92148393|0.82052153|0.868077|1|Subject:Peer_abuse|0.200000003|when she's a straight up hoe but doesn't suck dick.
22721|0.7669292|0.92148894|0.82053167|0.86808485|1|Subject:Offences_Against_the_Person_Act|0.333333343|"when somebody ask ""where da hoes at"" universal answer is ""shit u got em"""
22723|0.76694155|0.9214939|0.8205418|0.8680928|1|Subject:School_bullying|0.197916672|when the baddest bitch in school walk by http://t.co/5reiztq2ls
22724|0.7669539|0.9214989|0.820552|0.86810064|1|Subject:Adult_abuse|0.200000003|"when the bitch playes with your emotions, an won't let you date. that's the moment where i wanna kick her straight in the vagina."
22725|0.76696616|0.9215039|0.8205621|0.8681086|1|Subject:Talking_shit|0.242857158|"when the day goes bad just tell yourself ""were the pussy at!"" &#128514;"
22726|0.7669785|0.92150885|0.82057226|0.8681164|1|Subject:Destabilisation|0.161111116|when the ghost picks u up after u dive in the pussy http://t.co/vbd4zhjrof
22727|0.766938|0.9214503|0.82057226|0.86809045|1|Subject:Pussy_(energy_drink)|0.041666668|when the pussy stank @mariekiebarone &#128514;&#128514;&#128514;&#128514;&#128514; http://t.co/x5livg2b0q
22728|0.76695025|0.9214553|0.8205824|0.8680983|1|Subject:Teacher_abuse|0.500000000|when the teachers aid trys acting like she's the teacher... bitch please
22730|0.7669626|0.92146033|0.8205926|0.86810625|1|Subject:Total_balance|0.220000014|when things don't go my way i'm a total bitch.&#128129;
22731|0.76692206|0.92146033|0.82054615|0.8680802|2|Subject:Running_the_gauntlet|0.233333334|when this test is over today i'm making a pan of brownies. i'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;
22732|0.7669344|0.9214653|0.8205563|0.8680881|1|Subject:Take_Back_The_Tech!|0.140000001|"when u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut"""
22733|0.7669467|0.9214703|0.8205665|0.868096|1|Subject:2_+_2_=_5|0.202222228|"when u see that bitch in 5 months like"" yea im having a boy ! "" bitch u was twerking on dicc on vday #weknow"
22734|0.766959|0.9214753|0.8205766|0.868104|1|Subject:Fundaci?n_Mujeres_en_Igualdad|0.293333352|when was a hoe ever supposed to be loyal. i mean it wouldnt make em a hoe they'd be another housewife
22735|0.7669185|0.9214753|0.82053024|0.86807793|2|Subject:Offences_Against_the_Person_Act|0.323809564|when will joe stop telling pbo how to do his job? you couldn't even keep a job in #teabagger florida. #morningjoe
22736|0.7669308|0.92148024|0.82054037|0.86808586|1|Subject:Offences_Against_the_Person_Act|0.457142889|when women are so proud that they don't like to cook &amp; clean bitch stop being lazy.. it's not cute
22737|0.7669431|0.92148525|0.8205505|0.8680937|1|Subject:Ver?nica_(bullfighting)|0.111111112|when you ain't had pussy in a hot minute... http://t.co/tp05ia7jbx
22738|0.76695544|0.92149025|0.82056063|0.86810166|1|Subject:Adult_abuse|0.485714316|when you catch yo bitch sending nudes to another nigga...
22739|0.7669149|0.92149025|0.82051426|0.86807567|2|Subject:Victory_in_Iraq_Day|0.166666672|when you colored every day is sunday
22740|0.76692724|0.9214952|0.8205244|0.86808354|1|Subject:Offences_Against_the_Person_Act|0.333333343|"when you give somebody that ""bitch"" look"
22741|0.7669395|0.9215002|0.8205345|0.86809146|1|Subject:Bitch_tits|0.250000000|when you gotta boomin ass voice all you have to do is look at bitches and scream now. den ya in da pussy
22742|0.76695186|0.92150515|0.8205447|0.86809933|1|Subject:Nuisance_fee|0.400000006|"when you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. don't let them stop your shine"
22744|0.76696414|0.92151016|0.82055485|0.8681073|1|Subject:Offences_Against_the_Person_Act|0.400000036|when you know for a fact you got a woman who loves you other bitches don't even matter.
22745|0.7669765|0.9215151|0.820565|0.86811507|1|Subject:Nuisance_fee|0.200000003|"when you realize how curiosity is a bitch. an should of let the unknown stay, unknown. #curiositykilledme"
22746|0.76698875|0.9215201|0.8205751|0.868123|1|Subject:Psychic_assault|0.285714298|when you see @margiefaye about to fight a bitch .... http://t.co/kzonqkfvtb
22747|0.76700103|0.92152506|0.82058525|0.8681309|1|Subject:Offences_Against_the_Person_Act|0.190476209|when you see a fat bitch wearing leggings and a belly shirt http://t.co/mn4zfw3p5g
22748|0.7670134|0.92153007|0.8205954|0.86813873|1|Subject:Fundaci?n_Mujeres_en_Igualdad|0.293333352|when you see kids being bad &amp; their parents just standing there &amp; you look @ em like bitch you ain't gon do somethin? http://t.co/1b822azxiq
22749|0.76702565|0.9215351|0.8206055|0.86814666|1|Subject:Talking_shit|0.492857128|when you tell a dark skin bitch to send you some sexy shit http://t.co/f5rur3rklu
22751|0.7670379|0.92154|0.82061565|0.8681545|1|Subject:Nuisance_fee|0.200000003|when you're grinding with a bitch and she's knocking you over with the booty http://t.co/uayef5mb0p
22752|0.76699746|0.92148155|0.82061565|0.8681286|1|Subject:Grapple_Ray|0.100000001|when your nigga passes you a hoe http://t.co/itusp1wvoi
22754|0.7670098|0.92148656|0.8206258|0.8681364|1|Subject:Format_shifting|0.250000030|whenever i came to school fresh i took hella bathroom breaks just so the hoes could check me out &#128514;
22755|0.76696926|0.92148656|0.8205794|0.86811054|2|Subject:List_of_film_supervillains|0.185185194|"whenever i see a pic captioned ""soft ghetto"" i log off for 25 minutes"
22758|0.7669816|0.92149156|0.82058954|0.8681184|1|Subject:Human_rights_abuses_in_Kashmir|0.333333343|where a prego bitch when i need one i have no milk an a whole box of cinnamon toast crunch man
22759|0.7669939|0.9214965|0.8205997|0.8681263|1|Subject:Cropping_(punishment)|0.100000009|where all the 2nd string bitches at?
22760|0.76700616|0.9215015|0.8206098|0.86813414|1|Subject:Nuisance_fee|0.400000006|where are all those whiny bitches when kris left? how come lulu ain't gettin shit?
22761|0.7670185|0.92150646|0.82061994|0.868142|1|Subject:Missing_stair|0.250000000|where is @stephyrae7 ... i miss that bitch.
22763|0.7670308|0.9215115|0.8206301|0.86815|1|Subject:Nuisance_fee|0.200000003|where tf this bitch in the pink from? &#128514; this hoe pointless
22764|0.76704305|0.9215164|0.8206402|0.86815774|1|Subject:Bad_trip|0.116666675|"where the bad bitches at? and by ""bad bitches"", i mean ""tacos""."
22765|0.76705533|0.92152137|0.82065034|0.8681656|1|Subject:Bitch_tits|0.250000000|where the bad bitches? huh? where ya hiding? *kanye voice*
22766|0.7670676|0.9215264|0.8206605|0.8681736|1|Subject:Offence_against_the_person|0.490476221|where the fair and reasonable women at? not these self righteous i deserve the world without working for it cuz i got a pussy bitches.
22767|0.76707995|0.9215313|0.8206706|0.86818147|1|Subject:Bitch_tits|0.250000000|where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
22768|0.7670395|0.92147297|0.8206706|0.8681555|1|Subject:Grapple_Ray|0.100000001|where the hoes at ? we looking for the hoes ayeee
22769|0.76705176|0.9214779|0.8206807|0.8681633|1|Subject:Hoe_Kah_Hong|0.137500003|where the hoes at...
22770|0.76706403|0.92148286|0.8206908|0.8681712|1|Subject:Bitch_tits|0.250000000|where this brolic bitch at ? lol http://t.co/c0ooydnq4m
22771|0.7670763|0.92148787|0.82070094|0.8681791|1|Subject:Hoe_Kah_Hong|0.137500003|where this hoe benga at
22773|0.7670886|0.9214928|0.8207111|0.86818695|1|Subject:Bitch_tits|0.500000000|where ya titties lil bitch?
22774|0.7671009|0.9214978|0.82072115|0.8681948|1|Subject:Bitch_tits|0.250000000|where's all my bitches....where did they goooo?
22775|0.76711315|0.92150277|0.8207313|0.86820275|1|Subject:Nuisance_fee|0.200000003|"where's my money, bitch?"
22776|0.76707274|0.92150277|0.82068497|0.8681768|2|Subject:Dry_run_(terrorism)|0.225000024|where's the part where fat amy goes err wop wobn wefo? #thingspeoplesay @fatamypost
22777|0.767085|0.9215078|0.8206951|0.8681847|1|Subject:List_of_film_supervillains|0.166666672|where's the pic of her standing again &#8220;@arlisdonotchill: this bitch looks like voltorb http://t.co/7cwatskjwc&#8221;
22778|0.7670973|0.9215127|0.82070524|0.8681925|1|Subject:Deadbeat_parent|0.160416678|where's this bitches parents tho. go home you thot.
22779|0.7670568|0.9215127|0.8206589|0.8681666|2|Subject:Peer_abuse|0.200000003|which expendable player can we put in with the sole objective of breaking beverley's jaw?
22780|0.7670691|0.9215177|0.82066905|0.86817455|1|Subject:Web_We_Want|0.166666672|which mean you hoes too stupid ion want it around me #youhavejustbeenblocked &#128679;
22781|0.7670814|0.9215227|0.8206791|0.8681823|1|Subject:Act_as_1_Campaign|0.138888910|"which one .. corey or cory.. or both &#128514;&#128514;&#8220;@illmatic_kid: ""he's half retarded""&#8221;"
22783|0.76704097|0.9215227|0.8206329|0.86815643|2|Subject:We_Shall_Overcome|0.027777780|"whipped cream &#9829;,&#9829; #endlesslove"
22784|0.76700056|0.9215227|0.82058656|0.8681305|2|Subject:Whip|0.194444463|whipped http://t.co/efsvjpqrwq
22785|0.7669601|0.9215227|0.8205403|0.86810464|2|Subject:Terrorist_front_organization|0.210000008|whipped out some french in front of some babes at the post office. #winning
22786|0.76697236|0.9215276|0.82055044|0.8681125|1|Subject:Human_rights_abuses_in_Kashmir|0.333333343|white bitches be lovin da colored men
22787|0.76698464|0.92153263|0.8205605|0.86812043|0|Subject:White_pride|0.133333340|white bus drivers are all white trash. #losangeles
22788|0.7669442|0.92153263|0.82051426|0.86809456|2|Subject:Black_and_Tans|0.225000024|"white kids, black kids, yellow kids hell even purple kids, if you carry yourselves like daniel #geale you will go far. #gealemundine2"
22789|0.7669565|0.9215376|0.8205244|0.8681024|1|Subject:Offence_against_the_person|0.222222239|white people always gave yellow ass teeth
22790|0.7669688|0.9215425|0.8205345|0.8681102|1|Subject:Gay_bashing|0.285714298|white trash bash &#128540;&#127867; http://t.co/wxvvtem0fc
22791|0.76698107|0.92154753|0.8205446|0.8681181|0|Subject:Terrorist_front_organization|0.270000011|white trash have taken over every charity organization in the us.
22792|0.76699334|0.9215525|0.82055473|0.868126|0|Subject:Offences_Against_the_Person_Act|0.333333343|white trash okies don't count as real white people. to count as a white person you have to count a person. okies aren't people.
22794|0.7670056|0.9215574|0.82056487|0.8681338|1|Subject:Bad_bitch|0.142222241|who doesn't want a bad bitch?
22795|0.7670179|0.92156243|0.820575|0.8681417|1|Subject:Nuisance_fee|0.200000003|who ever did the beat on that wayne by chief that bitch a banger @chiefkeef #freewop #freeslick
22796|0.7670302|0.9215674|0.8205851|0.8681496|1|Subject:Abuse_of_information|0.200000003|who fukn wit @rocko4real for real for real .. dat nicca be riding!!
22797|0.76698977|0.9215674|0.8205388|0.8681237|2|Subject:Human_rights_abuses_in_Kashmir|0.333333343|"who is john hanson? a ""black"" man, a moor, john hanson was the first president of the united states! george... http://t.co/rpseqjd3"
22798|0.76700205|0.9215723|0.82054895|0.8681315|1|Subject:Nuisance_fee|0.200000003|"who is that pink hat guy, cody? caleb? either way he is a over emotional bitch. #bb16"
22799|0.76696163|0.9215723|0.8205027|0.86810565|2|Subject:Causes_of_World_War_I|0.250000000|who needs an alarm when you have the worlds most annoying bird outside your window?!??
22801|0.7669739|0.92157733|0.82051283|0.8681135|1|Subject:John_Kerney|0.250000000|who shot john lookin ass hoe
22802|0.7669862|0.9215823|0.82052296|0.86812145|0|Subject:Offences_Against_the_Person_Act|0.457142889|who takes mid from the best midlaner na??? fuckin solo q fags.
22803|0.76699847|0.9215872|0.82053304|0.8681292|1|Subject:Total_balance|0.160000011|who tf make an account of another bitch... like you wanna be anotha bitch dat bad.. lmfaooo fat ass hoes
22805|0.76701075|0.9215922|0.82054317|0.8681371|1|Subject:Offence_against_the_person|0.547619104|who the fuck made this cunt the authority on men?
22807|0.767023|0.9215972|0.82055324|0.868145|1|Subject:Time-out_(parenting)|0.250000000|"who the fuck still plays flappy bird? &#128514; &#8220;@loren_travis: flappy bird feels like http://t.co/oq3jnn7fwo&#8221;"
22810|0.7670353|0.92160213|0.8205634|0.8681528|1|Subject:Talking_shit|0.242857158|who told this midget hoe to start stripping
22811|0.7669949|0.92160213|0.8205172|0.8681269|2|Subject:Foot_roasting|0.347222239|who wanna play pin da tail on da colored man's butt?
22812|0.7670072|0.9216071|0.82052726|0.8681348|1|Subject:School_of_the_Americas_Watch|0.218750000|who watches wrestling besides little kids and white trash?
22813|0.76696676|0.9216071|0.82048106|0.868109|2|Subject:Adult_abuse|0.200000003|who would've known that jesus'll come back to the ghetto / on that level and that thorough like a black heroine.
22814|0.7669264|0.9216071|0.8204348|0.8680831|2|Subject:Flower_child|0.133333340|who'd have thought my redneck husband would claim the hipster glasses? http://t.co/vv6mzpq4ju
22815|0.7669387|0.921612|0.82044494|0.8680909|1|Subject:Bitch_tits|0.250000000|who's a thottie? yous a thottie! who's a thottie? yous a thottie! yes you bitch! womp womp. &#128514;&#128514;&#128514; lord save these parched hoes
22816|0.76695096|0.92161703|0.8204551|0.8680988|1|Subject:Offences_Against_the_Person_Act|0.871428668|who's baby is dat who's da man dat did dat 2 u gator's bitches best be using jimmys
22817|0.76691055|0.9215587|0.8204551|0.868073|1|Subject:Task_system|0.074074075|who's got the baddest pussy on the planet
22818|0.76692283|0.9215637|0.82046515|0.8680808|1|Subject:Social_spam|0.125000000|who's ready for nigger spam?
22819|0.7669351|0.92156863|0.8204753|0.8680886|1|Subject:Adult_abuse|0.400000006|"whoever came up with that "" i don't have no ex's "" sayin must've been a hoe"
22820|0.7669474|0.9215736|0.8204854|0.86809653|0|Subject:Racist_terrorism|0.250000000|whoever had mr. ramlogan for uwi business law tho? racist mudda cunt
22821|0.7669596|0.9215785|0.8204955|0.86810434|1|Subject:Offences_Against_the_Person_Act|0.133333340|whoever jumps in on a 1on1 is a bitch.
22822|0.76691926|0.9215785|0.8204493|0.86807853|2|Subject:Total_balance|0.160000011|whoever made these brownies and cookies belongs in heaven
22823|0.7668789|0.9215785|0.8204031|0.86805266|2|Subject:Offences_Against_the_Person_Act|0.605291069|whoever mocks the poor insults his maker; he who is glad at calamity will not go unpunished. http://t.co/p7zwaoxi4l
22824|0.7668912|0.92158353|0.82041323|0.8680605|1|Subject:Bitch_tits|0.250000000|whole time your bitch on the phone moaning in me and my bitch ear though..
22826|0.7668508|0.92158353|0.82036704|0.8680347|2|Subject:Battered_person_syndrome|0.177777797|whoooooaaa no chill savage &#8220;@cantbelocal: here monkey monkey http://t.co/wmz8s3j6ig&#8221;
22827|0.7668105|0.92158353|0.82032084|0.86800885|2|Subject:Outcry_witness|0.095238104|whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden
22829|0.76682276|0.9215885|0.820331|0.8680166|1|Subject:Before_We_Say_Goodbye|0.125000000|whos pussy is it she said richie's
22831|0.7667824|0.9215885|0.8202848|0.8679908|2|Subject:Hatred|0.173333332|why jon hates birds. http://t.co/vwxlbmj7fy
22832|0.76674205|0.9215885|0.82023865|0.867965|2|Subject:Trailer_trash|0.092592597|why mcdonald's breakfast good but the lunch trash
22833|0.7667543|0.9215934|0.8202487|0.86797285|1|Subject:Gay_bashing|0.285714298|why all the bitches fake gay now?
22834|0.76671404|0.92153513|0.8202487|0.867947|1|Subject:Bad_bitch|0.071111120|why am i being such a bitch today? #lol
22835|0.76672626|0.92154014|0.82025886|0.86795485|1|Subject:Abuse_prevention_program|0.190476209|why are #teabaggers so interested in saving people who are muslim? does syria have oil? #morningjoe
22836|0.76673853|0.9215451|0.820269|0.8679627|1|Subject:Adult_abuse|0.400000006|"why are nudes called nudes? i would rather be like "" hey girl send me the tits and ass hoe """
22837|0.76669824|0.9215451|0.8202228|0.8679369|2|Subject:Nurse_abuse|0.571428597|why are people saying don't let guys treat you like a yellow starburst? that's my favorite.
22838|0.7667105|0.92155004|0.8202329|0.8679447|0|Subject:Offence_against_the_person|0.355555594|why are some people such faggots? like were you born that way or are you just that big of a douche bag.
22840|0.76672274|0.921555|0.82024306|0.8679526|1|Subject:Abuse_of_information|0.285714298|why are you the only thick character in the game? why i gotta play a skinny bitch? @kimkardashian
22841|0.766735|0.92155993|0.8202532|0.86796045|1|Subject:Adult_abuse|0.200000003|"why beg for nudes when you could fuck that bitch and make a video. staring yourself and you get some booty, win win."
22842|0.7667473|0.92156494|0.82026327|0.8679684|1|Subject:Abuse_of_information|0.200000003|why bitches act like i can't read or like words don't have a meaning.
22843|0.7667596|0.9215699|0.8202734|0.8679762|1|Subject:Bitch_tits|0.250000000|why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby
22844|0.7667718|0.92157483|0.8202835|0.86798406|1|Subject:Parental_abuse_by_children|0.333333343|"why bitches quick to have a nigga baby, then be suprised when she taking care of it by herself?"
22845|0.7667841|0.9215798|0.8202936|0.8679919|1|Subject:Offences_Against_the_Person_Act|0.266666681|why black girls gotta be thots? ain't nobody bringing up the fat white hoe you fucked back in middle school. #loveourwomen
22846|0.7667438|0.9215798|0.8202475|0.8679661|2|Subject:Sibling_abuse|0.229166672|why can't i have colored eyes like my siblings &#128557;&#128557;
22847|0.76675606|0.9215847|0.8202576|0.867974|1|Subject:Proxy_bomb|0.194444463|why can't there be bomb single bitches available on tap?
22848|0.7667683|0.9215897|0.8202677|0.8679818|1|Subject:Hoe_Kah_Hong|0.137500003|why can't you be humble like your moms and not hoes
22849|0.76678056|0.9215946|0.8202778|0.86798966|1|Subject:Peer_abuse|0.200000003|why did you release my nudes you cunt...? @sickgirl12345 http://t.co/nn4odizr8l
22850|0.76679283|0.92159957|0.8202879|0.8679975|1|Subject:Public_humiliation|0.451388896|why do i have the worst bm in the world smh this bitch the devil !
22851|0.76680505|0.9216046|0.820298|0.86800534|1|Subject:Abuse_of_indulgences|0.285714298|why do i play these scary pc games? cuz im not a pussy and i like being scared shitless
22852|0.76681733|0.9216095|0.8203081|0.8680132|1|Subject:Offences_Against_the_Person_Act|0.323809564|why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;
22853|0.76682955|0.92161447|0.8203182|0.86802113|1|Subject:The_Raising_of_the_Cross|0.171428591|why do bitches put fuck a bio in they bio?... technically u still wrote a bio.
22854|0.76678926|0.92161447|0.8202721|0.86799526|2|Subject:Ghetto|0.145833343|why do peeps gotta be mad ghetto nowadays? smh pull up your pants!
22855|0.76680154|0.9216194|0.8202822|0.8680031|1|Subject:Offence_against_the_person|0.546031773|"why do people bring their children to the salon, this mexican bitch needs her animals on a leash for real."
22856|0.7668138|0.92162436|0.8202923|0.86801094|1|Subject:The_Color_Orange|0.266666681|"why do people use the eggplant emoji in reference to a dick? if your dick is purple with a green top, see a doctor bruh."
22857|0.76682603|0.9216293|0.8203024|0.86801887|0|Subject:Right_to_protest|0.333333343|why do so many filthy wetback half-breed spic savages live in #losangeles? none of them have any right at all to be here.
22858|0.7668383|0.92163426|0.8203125|0.8680267|1|Subject:Grounding_(punishment)|0.263888896|why do some girls feel the need to be bitches for no reason at all
