N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
17556|0.8081901|0.9688039|0.8297708|0.89391357|1|Subject:Offence_against_the_person|0.235897452|"rt @tattedbrunettex: can i get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough."
17557|0.8082032|0.96880645|0.8297827|0.8939216|1|Subject:Offences_Against_the_Person_Act|0.426373661|"rt @tattedpapichulo: females nowadays don't like to do anything freaky, because you niggas gossip about it like bitches"
17558|0.8082164|0.968809|0.8297947|0.8939296|1|Subject:Telephone_abuse|0.222222224|rt @tattedpapichulo: having a real bitch by your side and holding it down for you is a blessing &#128591; for real.
17559|0.8082295|0.9688116|0.8298067|0.8939377|1|Subject:Claimants_Bill_of_Rights|0.166666672|rt @tattedup_tre: &#8220;@blaxxxican: early bird gets the dick&#127770;&#8221; &#128514;&#128514;&#128514;
17560|0.8082426|0.96881413|0.82981867|0.8939457|1|Subject:Adult_abuse|0.553846180|"rt @taughtyouwell: boobs boobs boobs boobs lotta boobs man i make the baddest bitches send me nudes &#128525;&#128539; http://t.co/6tzyxgvqzv"
17561|0.80825573|0.9688167|0.8298306|0.89395374|1|Subject:First_World_privilege|0.225641012|rt @taurusismagic: #taurus's are the first to congratulate this years hoes for being smarter than last years hoes. you know who you are.
17562|0.8082004|0.9688167|0.8297723|0.89391994|2|Subject:Adult_abuse|0.307692319|"rt @taythebaddie: never discuss cheese with a rat , talk bread with a bird , or make moves with a snake &#128175;&#128076;"
17563|0.80821353|0.96881926|0.8297842|0.8939279|1|Subject:Call_bombing|0.166666672|"rt @taywest: when hoes call other hoes ""hoes"" http://t.co/39yopnqqau"
17564|0.8082267|0.96882176|0.8297962|0.8939359|1|Subject:Offences_Against_the_Person_Act|0.852747321|rt @taylorgrisbhy: nothing is wrong wit staying down here to work at the plant.these little minded bitches need 2 fuckin stop being judgmen&#8230;
17565|0.8082398|0.9688243|0.8298082|0.89394397|1|Subject:Bitch_tits|0.250000000|rt @taylor_1017: get this bitch out of my house
17567|0.80825293|0.9688269|0.8298201|0.893952|1|Subject:Maria_(Masha)_Kolenkina|0.200000003|"rt @tazheadorn: yall ladies ever have on a tank top or something . . &amp; like one of your nips was just chilling outside the shirt, and you d&#8230;"
17570|0.80826604|0.96882945|0.8298321|0.89396006|1|Subject:Stephen_Dodd_(police_officer)|0.333333343|"rt @teamboosieboo: no officer i wasn't drunk driving, i was swerving on them hoes."
17571|0.80821073|0.96882945|0.8297738|0.8939262|2|Subject:Catch_share|0.133333340|rt @teamgladney: did the yankees make the playoffs and properly honor jeter? rt @80sbaby4life: orioles win?
17572|0.80822384|0.968832|0.82978576|0.8939342|1|Subject:2_+_2_=_5|0.202222228|rt @teamadeezy: niggas is hoes 2
17573|0.80823696|0.9688346|0.8297977|0.8939423|0|Subject:Poof|0.333333343|rt @tease: rt or you're a fag. http://t.co/4ol82rdeqx
17574|0.8081817|0.9688346|0.8297394|0.89390844|2|Subject:Offences_Against_the_Person_Act|0.559707046|rt @tednugent: gun control talks with gunrunning eric holder on board. we r the planet of the apes
17575|0.8081948|0.96883714|0.8297514|0.8939164|1|Subject:Abuse_of_information|0.353846163|rt @tedofficialpage: your opinion is irrelevant because you are a cunt
17576|0.8082079|0.9688397|0.82976335|0.89392453|1|Subject:Talking_shit|0.403846145|"rt @tedofficialpage: guy: send me a pic of your pussy girl: ok *sends pic of pussy*guy: holy shit, what dafuq i wanted to see the cat!!!"
17577|0.8081527|0.96876025|0.82976335|0.8938907|1|Subject:Grapple_Ray|0.100000001|rt @teddydeljones: side hoes always winning
17578|0.8081658|0.9687628|0.8297753|0.89389867|1|Subject:Talking_shit|0.319780231|rt @tee_affiliated: i'm that type of bitch to tell you i'm on my way knowing i just got in the shower
17579|0.8081789|0.9687654|0.82978725|0.8939068|1|Subject:Nuisance_fee|0.200000003|rt @teeeerenee: bitches b tweeting everything they see to b relavent &#128514;&#128514;&#128514; its really sad &#128563;
17581|0.808192|0.96876794|0.8297992|0.89391476|1|Subject:2_+_2_=_5|0.202222228|rt @terrywigley_: @wagggggie iphone 5 bitch
17582|0.8082051|0.9687705|0.82981116|0.8939228|1|Subject:Bitch_tits|0.250000000|rt @terrywigley_: go fish bitch http://t.co/8xytlsf0vt
17584|0.80821824|0.96877307|0.8298231|0.8939308|1|Subject:List_of_film_supervillains|0.166666672|rt @terryisbetter: if i fav your pic that means dm me hoe
17585|0.80823135|0.96877563|0.82983506|0.89393884|1|Subject:Offence_against_the_person|0.235897452|"rt @tevgonzalez: ""@log_popz: if you love her hide your bitch so you keep shorty"""
17587|0.80824447|0.9687782|0.829847|0.8939468|1|Subject:Offences_Against_the_Person_Act|0.641025662|rt @texashickspanic: hey you!! acting like a saint on twitter.. we think you're fucking weird you prude bitch.
17588|0.8082576|0.96878076|0.8298589|0.8939549|1|Subject:G.I._Joe:_A_Real_American_Hero_(disambiguation)|0.125000000|rt @thareal_elijah: real niggah over here&#128175;&#128520;
17589|0.8082707|0.96878326|0.8298709|0.8939629|1|Subject:Medical_abuse|0.593406618|"rt @thareal_elijah: used to be with 50 niggas, 20 of em got murked, 20 of em turned pussy, the other 10 put in work"
17591|0.8082838|0.9687858|0.8298828|0.89397085|1|Subject:Adult_abuse|0.400000006|rt @thadisreal: ladies if a nigga always wanna go out and party every weekend . he basically side hoe shopping
17592|0.80829686|0.9687884|0.8298947|0.8939789|1|Subject:Offences_Against_the_Person_Act|0.404151410|"rt @thad_castie: a milf is a sexy ass mom over 35. if you're 20, you're just a bitch with a baby."
17594|0.80831|0.96879095|0.8299067|0.8939869|1|Subject:Offences_Against_the_Person_Act|0.719413996|"rt @thaddiemac: light skin bitches cheat on their man, dark skin bitches squirt bike chain oil, latinas will cut your dick off, &amp; white gir&#8230;"
17595|0.8082548|0.96879095|0.82984847|0.8939532|2|Subject:Gordon_Goody|0.105494522|rt @that1guyjeff: rt @rebeccaisfresh: carrot cake is trash. too sweet. http://t.co/rxrowjmbw0
17596|0.80826783|0.9687935|0.8298604|0.8939612|0|Subject:Bitch_tits|0.250000000|"rt @thatbajankidd: #neveraskablackperson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
17597|0.80828094|0.9687961|0.8298723|0.8939691|1|Subject:Black_hat|0.190705135|rt @thatboyace71: most black hoes at prom looked like http://t.co/fyz1bpwxgw
17598|0.80829406|0.96879864|0.82988423|0.89397717|1|Subject:Bitch_(insult)|0.109722227|rt @thatboyace71: vonte not tweeting like a bitch finally
17599|0.8083072|0.9688012|0.8298962|0.89398515|1|Subject:Poof|0.333333343|rt @thatboyado: @tonykivarkis @atoma87 lmao y'all some fags http://t.co/mn0tf3dgo7
17601|0.8083202|0.96880376|0.82990813|0.89399326|1|Subject:Offence_against_the_person|0.427350461|rt @thatdamnham: @napturallydev @heyjaiiiii @_halfcrazy610 lol bitch you've put lotion on my butt &amp; orajel in my mouth. you'd paint my toes&#8230;
17602|0.80833334|0.96880627|0.82992005|0.8940012|1|Subject:Offences_Against_the_Person_Act|0.395604432|rt @thatdamnham: otw to dc. hopefully i'll see my best bitch @napturallydev. that would make my day.
17603|0.80834645|0.9688088|0.829932|0.8940092|1|Subject:The_Three_Aces|0.233333334|rt @thatguybryant28: still the greatest tweet ever. rt @djzeeti bitches run on emotion not logic .. a bitch will say 1+1=3 if the number ...
17605|0.8083595|0.9688114|0.8299439|0.8940172|1|Subject:Adult_abuse|0.439560473|"rt @thatkevinsmith: via @jenschwalbach ""eat ice kevinsmith"" if i'm eating anything tonight, woman? it's pity-pussy. make it better in a ..."
17606|0.8083726|0.96881396|0.8299558|0.89402527|1|Subject:Test_plan|0.167948723|rt @thatkidjony: i'm trying to pass my nigguh. http://t.co/xwd8jpplmh
17607|0.80838567|0.9688165|0.82996774|0.89403325|1|Subject:Adult_abuse|0.200000003|rt @thatniggakeek: remember in a relationship.. her friends are not yours.. &#128581; they'll let her be a hoe...
17608|0.8083988|0.9688191|0.82997966|0.89404124|1|Subject:Offences_Against_the_Person_Act|0.333333343|rt @thatslutadrian: @waldokillz3 lol someone fucking yo bitch?
17609|0.80841184|0.9688216|0.8299916|0.8940492|1|Subject:Stress_position|0.117948726|rt @thatslutadrian: i'll be that bitch today
17610|0.80842495|0.96882415|0.8300035|0.8940573|1|Subject:Ethnic_hatred|0.169230789|rt @thattrilllife_: @x_nwts bitch you got me i trouble i love you too .. take your drunk ass to sleept
17611|0.80836976|0.96882415|0.8299453|0.8940235|2|Subject:Adult_abuse|0.353846163|"rt @thatindianbruh: rise of the planet of the apes doin a musical??? http://t.co/9zxzlhti2m"
17612|0.8083828|0.9688267|0.82995725|0.89403147|1|Subject:Offences_Against_the_Person_Act|0.650149822|rt @thatindianbruh: there&#8217;s a bitch on twitter with 50k followers but she drive this. http://t.co/m4akvz4jgd
17613|0.8083959|0.9688293|0.82996917|0.8940395|1|Subject:Nuisance_fee|0.400000006|rt @thatscomplex: hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap http://t.co/uhaon0tjdw&#8221;
17614|0.8083407|0.9688293|0.829911|0.8940057|2|Subject:Masao_Baba|0.077777781|rt @thatsfoodporn: oreo donut http://t.co/obytemi3ed
17615|0.8083538|0.9688318|0.8299229|0.8940137|1|Subject:Offences_Against_the_Person_Act|0.235897452|rt @thatsjuuja: these bitches be pretty &amp; stupid
17616|0.8083669|0.96883434|0.82993484|0.8940217|1|Subject:Battered_person_syndrome|0.290598303|"rt @thatssoryannn: &#8220;@zzachbarness: ""ibs"" irritable bitch syndrome.&#8221; i have this"
17617|0.80837995|0.9688369|0.82994676|0.89402974|0|Subject:Offences_Against_the_Person_Act|0.235897452|rt @theafricansiren: automatically suspicious of white folk who try too hard to show they like us darkies.
17618|0.80839306|0.96883947|0.8299587|0.8940377|1|Subject:Offences_Against_the_Person_Act|0.498168528|"rt @thealexp: yelled out ""come on bitch!"" at myself, by myself, lifting weights as motivation...thanks guys, you always have my back."
17620|0.80833787|0.96883947|0.8299005|0.89400405|2|Subject:Offences_Against_the_Person_Act|0.441025674|"rt @theatlantic: meanwhile, in canada: a monkey in a winter coat escapes in an ikea http://t.co/q9yuyvel via @theatlanticwire"
17621|0.808351|0.968842|0.8299124|0.894012|1|Subject:Bitch_tits|0.250000000|rt @thebombshellll: @vivalaleexx you a bitch!
17622|0.80836403|0.96884453|0.82992435|0.89402|1|Subject:Adult_abuse|0.153846160|"rt @thebombshellll: too many faithful girls are single, and too many hoes are taken.&#128581;"
17623|0.8083089|0.96884453|0.82986623|0.8939862|2|Subject:Black_hat|0.190705135|"rt @thebananafacts: wiz khalifas's song ""black and yellow"" is a beautiful song about a bruised banana"
17625|0.80832195|0.9688471|0.82987815|0.8939943|1|Subject:Offences_Against_the_Person_Act|0.205128223|rt @thebardockobama: yea but who gets more bitches grandma
17626|0.80833507|0.96884966|0.8298901|0.8940023|1|Subject:Adult_abuse|0.153846160|rt @thebloodshow: girls really made being a hoe kool on twitter
17627|0.8083481|0.96885216|0.82990193|0.89401025|1|Subject:Adult_abuse|0.285714298|"rt @thebloodshow: i hate typing something so detailed &amp; somebody respond with ""huh?"" bitch i'm finna type the same thing twice dumb bitch"
17628|0.8083612|0.9688547|0.82991385|0.89401823|1|Subject:Drake_Maijstral|0.203174621|rt @thebloodshow: ugly hoes be the loudest .. u need to duck off &amp; hide yourself frfr
17629|0.8083742|0.9688573|0.8299258|0.8940263|1|Subject:Offences_Against_the_Person_Act|0.525363564|rt @thebloodshow: why all these hoes be wearin flowers around they head. i hope a bee sting they ass
17630|0.80838734|0.96885985|0.8299377|0.8940342|1|Subject:Nuisance_fee|0.200000003|rt @thebossunicorn_: i'm a crazy bitch.. fml
17631|0.8084004|0.96886235|0.8299496|0.89404225|1|Subject:Child_pornography|0.261904776|rt @thecelebrittany: - these porn hoes moan at everything !!! &#128553;&#128555;&#128553; a nigga unbutton her shirt she moaning like stfu
17632|0.80834526|0.96886235|0.8298915|0.8940085|2|Subject:Nurse_abuse|0.307692319|"rt @thecheapone: what you see is what you get! i'm a guy with a love of adventure and a need for speed, charlie brown!"
17633|0.8083583|0.9688649|0.8299034|0.89401656|0|Subject:Poof|0.333333343|rt @thechriscates: look at this faggot http://t.co/db7siri8qg
17634|0.8083714|0.9688675|0.8299153|0.89402443|1|Subject:Offences_Against_the_Person_Act|0.338461578|"rt @thecockiestman: ""she's really nice when you get to know her!"" = she's a bitch but you'll get used to it."
17635|0.8083163|0.9687883|0.8299153|0.89399076|1|Subject:Hoe_Kah_Hong|0.068750001|rt @thecockiestman: do i have time for these hoes? http://t.co/ohkwcg9ldw
17636|0.8082612|0.9687883|0.82985723|0.89395714|2|Subject:Personal_abuse|0.222222224|rt @thecomedyhumor: when i make a paper ball in the trash can http://t.co/moxmrsoov9
17637|0.80827427|0.9687908|0.82986915|0.89396507|1|Subject:Honor_killing|0.210000023|rt @thecommoncock: rt if you killed a bitch with your dick
17638|0.8082192|0.9687908|0.82981104|0.8939313|2|Subject:Abuse_of_information|0.307692319|rt @thedillon1: y'all not gonna trash spirit airlines. i travel w/ them all the time. they even let me fly the plane 4 times. they don't mi&#8230;
17639|0.80823225|0.9687934|0.82982296|0.8939394|1|Subject:Offences_Against_the_Person_Act|0.959707022|"rt @thedickuno: i hate seeing people bitch about their lives. i haven't even tried the taco bell breakfast, man, you don't have it this har&#8230;"
17640|0.8082453|0.96879596|0.8298349|0.89394736|1|Subject:Offences_Against_the_Person_Act|0.235897452|rt @thedouch3: all the kickers in college football trash like y'all can't even make 20 yard field goals....u got one fucking job
17641|0.80825835|0.9687985|0.8298468|0.89395547|1|Subject:Domestic_violence_in_same-sex_relationships|0.538461566|"rt @thedouch3: bitches tweeting ""relationship goals"" w/no man, job, or real desire to stop being a hoe or partying every weekend. jus a iph&#8230;"
17642|0.80827147|0.968801|0.82985866|0.89396334|1|Subject:Adult_abuse|0.781818211|"rt @thedouch3: most overused hoe excuses 1. it's just lyrics 2. my friends party so i party 3. men do it too 4. and vice versa 5. i was yo&#8230;"
17644|0.8082845|0.9688036|0.8298706|0.8939714|1|Subject:Water_cure_(torture)|0.201923072|rt @thedouch3: tweeting about ur boyfriend won't get him off xbox live that nigga gotta 24 kill streak rn bitch shut up
17645|0.80822945|0.9688036|0.8298125|0.89393765|2|Subject:Offences_Against_the_Person_Act|0.426373661|rt @thedouch3: why would u let ur girl even go to a party without u thats retarded lol u must want to get cheated on
17646|0.8082425|0.96880615|0.82982445|0.8939457|1|Subject:Offences_Against_the_Person_Act|0.326340318|"rt @thedrugtribe: new years resolution: smoke more weed, make more money, fuck more bitches"
17647|0.80825555|0.9688087|0.82983637|0.8939537|1|Subject:Nuisance_fee|0.200000003|rt @thedrugtribe: mary isn't a backstabbing bitch that lies and deceives me
17648|0.80820054|0.9688087|0.8297783|0.89392|2|Subject:Breast_Tax|0.177146479|"rt @thedrunkstory: ""my bro made out with an ugly chick at a festival while drunk so now he's known as larry bird because he hits ""threes"""" &#8230;"
17649|0.8082136|0.9688112|0.82979023|0.893928|1|Subject:Offence_against_the_person|0.676923156|"rt @thedrunkstory: ""my girlfriend cheated on me so i dumped her. i'm dating her mom now so now that bitch is my step daughter."" - texas tec&#8230;"
17650|0.8081585|0.9688112|0.8297322|0.8938943|2|Subject:Parental_abuse_by_children|0.333333343|"rt @theeaglefazi: almost 83% of children in balochistan have never been to school, followed by 80% in sindh, 75% in kp and 60% in punjab. #&#8230;"
17651|0.8081035|0.9688112|0.8296742|0.89386064|2|Subject:Claimants_Bill_of_Rights|0.166666672|"rt @thefactsbook: twitter has a bird as its logo, that&#8217;s why when you join you&#8217;re an egg, and your home button is a birdhouse. why am i ..."
17652|0.80811656|0.9688138|0.8296861|0.8938687|1|Subject:Offences_Against_the_Person_Act|0.707692325|"rt @thefakeespn: johnny manziel&#8217;s bye-week stat line: bud light platinums: 23 | shots of patron: 8 | side bitches: 5 | fucks given: 0"
17653|0.80806154|0.9688138|0.82962805|0.89383495|2|Subject:Offences_Against_the_Person_Act|0.347008556|rt @thefakeespn: red hot chili peppers with the longest nip-slip in super bowl half time show history.
17654|0.8080746|0.96881634|0.82964|0.89384294|1|Subject:Beaner|0.206410274|rt @thefakeespn: rutgers terminated mike rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill ...
17656|0.8080877|0.96881884|0.8296519|0.893851|1|Subject:Offences_Against_the_Person_Act|0.205128223|rt @thefitgawd: &#8220;i don&#8217;t know why these bitches laughing. you not even funny my nigga&#8221; http://t.co/0idy5oskrf
17657|0.8080327|0.96881884|0.8295939|0.89381725|2|Subject:Deep_voice_privilege|0.111111119|rt @thefoodbibie: deep fried oreos http://t.co/qudw3wqd7r
17659|0.8079777|0.96881884|0.8295359|0.8937836|2|Subject:Adult_abuse|0.153846160|rt @thefunnyvines: crazy bird https://t.co/xuve34qenh
17660|0.80799073|0.9688214|0.8295478|0.8937917|1|Subject:Abuse_of_information|0.285714298|"rt @thegoodgodabove: victoria&#8217;s real secret? five nipples and a sideways vagina."
17661|0.8080038|0.96882397|0.82955974|0.8937996|1|Subject:Total_balance|0.240000010|rt @thegooglefactz: cheating and having hoes gets old. everyone should want to reach a point where they're mature enough to stay faithful &amp;&#8230;
17662|0.8080169|0.96882653|0.82957166|0.89380765|1|Subject:Nuisance_fee|0.200000003|"rt @thehangingwire: don't ever be ashamed of who you are. unless you a hoe... then be ashamed bitch."
17663|0.80802995|0.96882904|0.8295836|0.89381564|1|Subject:Offences_Against_the_Person_Act|0.266666681|rt @theholykuran: bitches eyebrows be 5% hair and 95% makeup talkin bout &#8220;eyebrows on fleek&#8221; smh sit down before i lick my thumb hoe
17664|0.808043|0.9688316|0.82959545|0.8938236|1|Subject:Isolation_Techniques_(Individual)|0.169230789|rt @theholykuran: when you drop all your hoes for your girl and she say she dont want a relationship http://t.co/guzxabjixj
17665|0.80805606|0.96883416|0.82960737|0.8938316|1|Subject:Adult_abuse|0.285714298|"rt @thejoeyswoll: don't be with a ""bad bitch"" that just looks good. find a good woman that tells you when you're slippin and pushes you to&#8230;"
17666|0.8080691|0.96883667|0.8296193|0.8938396|1|Subject:2012_ICT_Skype_controversy|0.250000000|rt @thekingscottyd: side niggas get pussy and main niggas get arguments
17668|0.80808216|0.9688392|0.8296312|0.8938476|1|Subject:Nuisance_fee|0.200000003|rt @thekizzler: make today yo bitch
17669|0.8080952|0.9688418|0.8296431|0.89385563|1|Subject:Small_power|0.109890118|rt @thekylehardy: serving size is latin for you&#8217;re a little bitch
17670|0.80810827|0.9688443|0.829655|0.8938635|1|Subject:Bitch_tits|0.250000000|rt @thelittlefella_: @ole_vertybstard @savage_life091 bitch should've got out of her yard
17671|0.8081213|0.96884686|0.82966685|0.8938716|1|Subject:Bitch_tits|0.250000000|rt @thelittlefella_: how's it taste mothafucker? mmmhmmm bitch!
17672|0.8081344|0.96884936|0.8296788|0.8938795|1|Subject:Right_to_work|0.196581215|rt @thelittlefella_: s/o to @thereal_emandm for his shitty fuzzy hat. made sure he wasn't getting laid lmfao
17673|0.8080794|0.96884936|0.82962084|0.8938459|2|Subject:Abuse_of_information|0.153846160|rt @themattespinosa: she literally just put the whole trash bag on lmfao http://t.co/yierskyrfc
17674|0.8080925|0.9688519|0.82963276|0.8938539|1|Subject:Offences_Against_the_Person_Act|0.751160026|rt @themav41: now a days people find the littlest and dumbest things to bitch about. it's pathetic.
17675|0.8081055|0.9688545|0.8296446|0.89386195|1|Subject:Stress_position|0.117948726|rt @themav41: the price is wrong bitch.
17676|0.8080506|0.9688545|0.8295867|0.8938283|2|Subject:Adult_abuse|0.628205121|"rt @themichaelrock: *answers phone* coworker: there's a dead bird outside. me: wanna split it? cw: what? me: sorry, finders keepers, ri&#8230;"
17678|0.8080636|0.968857|0.8295986|0.89383626|1|Subject:Human_rights_abuses_in_Kashmir|0.523809552|rt @thenotoriousd_: like fuccck man why yall bitches wearing wigs to school ?
17679|0.8080767|0.96885955|0.8296105|0.8938443|1|Subject:Pearling_(body_modification)|0.397435904|rt @thenudesgod: it kills me when bitches think that just bc they got a low body count that they not a hoe
17680|0.80808973|0.96886206|0.8296224|0.89385223|1|Subject:Right_to_work|0.393162429|rt @thenudesgod: real nigga rules: if u drop the blunt u gotta pass that bitch. u don't even get to hit it
17681|0.8081028|0.9688646|0.8296343|0.8938602|1|Subject:Offences_Against_the_Person_Act|0.449572653|rt @thenudesgod: when my girl don't text me back i just tweet. i don't text other bitches bc i don't want her texting other niggas when i d&#8230;
17682|0.80811584|0.9688672|0.82964617|0.8938682|1|Subject:B|0.200000003|"rt @theonemiss_luu: ""@ryrystine: aye everyone buy some bombass brownies tomorrow from my wigga @jacklynannn"" they don't contain marijuana b&#8230;"
17683|0.8080609|0.9688672|0.8295883|0.89383465|2|Subject:Adult_abuse|0.793406606|"rt @theonetruedisco: a list of mythical creatures: jackelope phoenix griffin fairy unicorn pegasus a woman that knows where she wants to &#8230;"
17685|0.80807394|0.9688697|0.82960016|0.8938426|0|Subject:Offences_Against_the_Person_Act|0.102564111|"rt @theonlyreed: idc what phone u got, lol silly nigger"
17686|0.808087|0.96887225|0.8296121|0.89385056|1|Subject:Motherfucker|0.223333344|"rt @theonlyreed: if u looked good in highschool and wack now, i know that pussy been thru some shit"
17687|0.80810004|0.96887475|0.82962394|0.89385855|1|Subject:Nuisance_fee|0.200000003|"rt @theonlyreed: lmaooooooo ain't fuckin no bitch with doo doo in her butt while i'm foreplaying, the fuck"
17688|0.80811304|0.9688773|0.82963586|0.89386654|1|Subject:Offences_Against_the_Person_Act|0.307692349|"rt @theonlyreed: my daughter hate the freddy krueger mask i got at the crib, wheneva she act up, i put that bitch on for the nite"
17689|0.8081261|0.9688798|0.8296477|0.8938745|1|Subject:Offences_Against_the_Person_Act|0.764835238|rt @theonlyreed: pete carroll prolly got the hoes lined up for his players after the game bruh
17690|0.80813915|0.9688824|0.8296596|0.8938824|1|Subject:Truth_in_sentencing|0.250000000|"rt @theonlyreed: sooner or later ya pussy gon tell me the truth, let's hope it's not while i'm in it, cause ima kill u"
17692|0.8081522|0.9688849|0.8296715|0.8938905|1|Subject:National_College_for_DUI_Defense|0.225961536|"rt @theorangecone: that rocket blowing up reminds me of that time in college when i blew a tranny. but in my defense, i was drunk. both tim&#8230;"
17693|0.8080973|0.9688849|0.8296136|0.8938568|2|Subject:Offences_Against_the_Person_Act|0.617826641|rt @theorlandojones: funny how people who take their fantasy sports leagues very seriously are celebrated while those who play d&amp;d are mock&#8230;
17695|0.8081103|0.96888745|0.8296255|0.8938648|1|Subject:Nuisance_fee|0.200000003|rt @theplanetvenus_: i'm obviously morello from oitnb cause crazy and jealous bitch.
17696|0.8080554|0.96888745|0.8295677|0.8938313|2|Subject:List_of_film_supervillains|0.240740746|rt @thepoke: this crow in aberdeen just won at photobombing (pic by steve black] - via @dailymirror http://t.co/qdclxyjoct
17697|0.80806845|0.96888995|0.82957953|0.8938392|1|Subject:Bitch_tits|0.250000000|"rt @theprinceperez: messi's like ""i'm back bitches &#128527;&#128076;"" lmao &#128514;&#128514;&#128514;"
17698|0.8080815|0.9688925|0.8295914|0.8938472|1|Subject:Yoseikan_Karate|0.250000000|rt @theracedraft: karate bitch https://t.co/uteutzkjok
17699|0.8080945|0.968895|0.8296033|0.8938551|1|Subject:Adult_abuse|0.153846160|"rt @therainbowgirlz: i'm not saying she's a slut, but her favorite shade of lipstick is pussy."
17700|0.80810755|0.9688976|0.8296152|0.8938632|1|Subject:Khrlo_e_Romengo|0.106666677|"rt @therealcoolie: how many hoes do i have ? &#12288; z&#12288;&#12288; e &#12288;&#12288;&#12288; r&#12288;&#12288;&#12288;&#12288; o &#12288;&#12288;&#12288;&#12288;&#12288;o&#12288;&#12288;&#12288;&#12288;&#12288; o&#12288;&#12288;&#12288;&#12288;&#12288;o&#12288;&#12288;&#12288;&#12288; &#12290;&#12288;&#12288;&#12288; &#12290;#12288;&#12288;&#12288;. &#12288;&#12288;&#12288;."
17701|0.8081206|0.9689001|0.82962704|0.8938711|1|Subject:Offences_Against_the_Person_Act|0.293040335|rt @therealhoneymoe: i don't care about bitches. hoes be into it with they damn self&#128553;&#128175;
17702|0.8081336|0.96890265|0.8296389|0.89387906|1|Subject:Bitch_tits|0.250000000|rt @therealicetre: finna hit this bitch with a handful of salt http://t.co/uabiqvi6a6
17703|0.80814666|0.96890515|0.8296508|0.8938871|1|Subject:Adult_abuse|0.285714298|"rt @therealicetre: bae: ""come over"" me: ""i'm tryna catch a pokemon"" bae: ""i'm horny tho"" me: ""bitch it's a fucking mewtwo"""
17704|0.80815965|0.9689077|0.8296627|0.89389503|1|Subject:Separate_system|0.123456798|rt @therealicetre: hot pockets &gt; hoes
17705|0.8081727|0.9689102|0.82967454|0.893903|1|Subject:Offences_Against_the_Person_Act|0.205128223|rt @therealkeyvone: karma is a bitch
17706|0.8081857|0.9689128|0.8296864|0.8939109|1|Subject:Offences_Against_the_Person_Act|0.205128223|rt @therealmfast: i wish a bitch would &#128544;&#128556;&#128548;&#128298;&#128299; http://t.co/jsndxuypdn
17707|0.80819875|0.9689153|0.82969826|0.89391893|1|Subject:Offences_Against_the_Person_Act|0.357109547|rt @therealmfast: niggas cheat on the most loyal most beautiful women with fucking trash
17709|0.80821174|0.96891785|0.8297101|0.89392686|1|Subject:Offences_Against_the_Person_Act|0.338461578|rt @therealtenski: when i die take my casket to the club so bitches can twerk on it i'm putting the fun back in funeral
17710|0.80822474|0.96892035|0.829722|0.8939348|1|Subject:Right_to_die|0.235897452|"rt @thereal_salmon: snail hoe: my parents just left, they gonna be gone for 15 mins.. snail: ok ? snail hoe: im horny af snail:... http:&#8230;"
17712|0.8082378|0.96892285|0.82973385|0.8939428|1|Subject:Nuisance_fee|0.400000006|"rt @theroachdean: ""@so_galactic: ""@toodangerous_: &#8220;@so_galactic gummy worms? https://t.co/tyxhqzqnqr&#8221;"" ............"" that bitch is a beast"
17713|0.80818295|0.96892285|0.8296761|0.8939092|2|Subject:Offence_against_the_person|0.307692349|"rt @theroot: don lemon gets called an uncle tom, doesn't like it: http://t.co/ev4xgi5pgc http://t.co/i6xs8hcnrb"
17714|0.80819595|0.9689254|0.82968795|0.89391726|1|Subject:Bitch_tits|0.250000000|rt @theschwagqueen: niggas be in your messages like &#128536;&#128141;&#128149;&#128166;&#128272; &amp; be on twitter like fuck bitches &#9994;&#128299;&#128184;come on nigga which one you gone be drake or&#8230;
17715|0.80820894|0.9689279|0.8296998|0.8939252|1|Subject:Iron_chair|0.366666675|rt @theseanyv: i didn't pull bitches in elementary school. my parents couldn't afford the 64-count color box with the sharpener on the back&#8230;
17716|0.80822194|0.9689305|0.8297117|0.8939331|1|Subject:Offences_Against_the_Person_Act|0.235897452|rt @thesexfacts101: fucking over your guaranteed pussy trying to get some more pussy will end you up with no pussy!
17718|0.808235|0.968933|0.82972354|0.8939411|1|Subject:Offences_Against_the_Person_Act|0.293040335|rt @thesupernegro_: can't believe you bitches find this remotely appealing. http://t.co/tkwwapczgr
17719|0.80818015|0.968933|0.8296657|0.8939075|2|Subject:Years_of_Lead|0.095238104|rt @thetumblrposts: this is why charlie sheen is an idol http://t.co/6ovxrttxtn
17720|0.80819315|0.9689355|0.8296776|0.89391553|1|Subject:Norse_funeral|0.166666672|"rt @thetypicalchick: ""why do you always wear black"" cause i&#8217;m ready for your funeral bitch"
17721|0.8082062|0.96893805|0.82968944|0.89392346|1|Subject:Offences_Against_the_Person_Act|0.512820542|"rt @thevibeking: i didn't go wrong when i started talking to you, i went wrong when i trusted your bitch ass"
17722|0.8082192|0.96894056|0.8297013|0.8939314|1|Subject:Public_humiliation|0.312500000|rt @thevinenation: when you in a public place and ya side hoes come outta no where &#128557; https://t.co/1xv2fyehze
